image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
00000067.jpg,Tree,0.5420974,0.09270111,0.5653185,0.07657061,0.5179445,0.08162661,0.5982268,0.10503989,0.48474532,0.114871316,0.67555314,0.23686251,0.41625744,0.2186115,0.7485474,0.36057588,0.3429699,0.3485849,0.5903729,0.3239564,0.49747735,0.32930154,0.5820526,0.49032015,0.42388436,0.4507114,0.49345383,0.7055281,0.24073158,0.5396419,0.48173666,0.9050852,0.50839245,0.6318044
00000176.jpg,Tree,0.4447806,0.15368186,0.47068596,0.13216911,0.42002472,0.13636246,0.5200617,0.13719101,0.3926809,0.14661427,0.5741162,0.25954846,0.32443962,0.24771973,0.59276295,0.40528357,0.25728506,0.38657668,0.46437073,0.3316936,0.3842289,0.3275064,0.46268964,0.4801418,0.3056119,0.44747573,0.3807726,0.71532637,0.121728316,0.595149,0.38883534,0.8787545,0.38100466,0.619474
00000113.jpg,Tree,0.46855447,0.08976052,0.49491087,0.0738725,0.44138095,0.07484348,0.5302462,0.09933036,0.4011087,0.1032852,0.6057282,0.21965824,0.3342857,0.2159277,0.7145518,0.32221195,0.24221316,0.33024484,0.57916397,0.31252456,0.38507843,0.31680745,0.5318651,0.47381452,0.35955128,0.4527574,0.4836464,0.6701902,0.17007843,0.56269014,0.4530634,0.8707285,0.374705,0.7130793
File49.jpg,Tree,0.49418068,0.24342975,0.50531644,0.22613384,0.48069,0.23081066,0.5237811,0.24351813,0.46506628,0.2527967,0.5346462,0.3408875,0.44824862,0.32542688,0.55028135,0.21614884,0.43520045,0.20420566,0.52054465,0.106360994,0.45912752,0.102311544,0.50775605,0.61312765,0.44462678,0.58585155,0.5096244,0.7686143,0.3925677,0.65413404,0.49367094,0.90550274,0.4805072,0.7481391
00000160.jpg,Tree,0.3726286,0.27430296,0.37917998,0.26185247,0.36384702,0.2643007,0.39010477,0.2643864,0.3532131,0.27128786,0.40972862,0.32275304,0.3362723,0.32297865,0.45925412,0.2600103,0.2845735,0.27310243,0.5020121,0.19027685,0.22764212,0.19907929,0.38694882,0.49928463,0.34180593,0.47295427,0.35822174,0.62918156,0.2503322,0.50862247,0.36474043,0.76793283,0.34425822,0.5567767
00000092.jpg,Tree,0.5045372,0.26358503,0.5167392,0.24406503,0.49281603,0.24786691,0.5393779,0.25137007,0.4799223,0.2587633,0.5699081,0.35948998,0.44842583,0.3427323,0.60997283,0.20226018,0.40358925,0.2104974,0.5316299,0.14358985,0.4731097,0.14395949,0.5455505,0.6541063,0.45878622,0.6265996,0.5193551,0.8315804,0.3326016,0.71069396,0.5453163,0.89326847,0.4850842,0.7874991
00000142.jpg,Tree,0.533779,0.12461713,0.5536086,0.10985997,0.5145118,0.11224998,0.5840778,0.12465764,0.48577103,0.12968731,0.6332381,0.23042153,0.41865355,0.21648695,0.697169,0.31436256,0.32665625,0.29593974,0.5570098,0.29735312,0.49031046,0.3051688,0.55257994,0.41935894,0.4183342,0.38824707,0.4802466,0.60564053,0.24190046,0.4904615,0.46873546,0.76385975,0.47595876,0.5276937
File45.jpg,Tree,0.36664683,0.41290992,0.3776269,0.40610227,0.34959176,0.40540898,0.39905757,0.4137459,0.32859668,0.41353846,0.4211795,0.45575145,0.30701,0.45093322,0.4354705,0.36070043,0.30955875,0.35757,0.3980727,0.27401266,0.3348994,0.27193767,0.42391473,0.6114239,0.3384299,0.6230875,0.5030918,0.71228087,0.3642641,0.7582882,0.4155735,0.7489561,0.36947903,0.877725
00000078.jpg,Tree,0.3726286,0.27430296,0.37917998,0.26185247,0.36384702,0.2643007,0.39010477,0.2643864,0.3532131,0.27128786,0.40972862,0.32275304,0.3362723,0.32297865,0.45925412,0.2600103,0.2845735,0.27310243,0.5020121,0.19027685,0.22764212,0.19907929,0.38694882,0.49928463,0.34180593,0.47295427,0.35822174,0.62918156,0.2503322,0.50862247,0.36474043,0.76793283,0.34425822,0.5567767
00000154.jpg,Tree,0.4963711,0.310296,0.49748778,0.30734077,0.504054,0.3090584,0.49791548,0.33207175,0.52700555,0.33467242,0.4933475,0.36665848,0.5438344,0.37609264,0.48749405,0.25592795,0.5310804,0.26844484,0.50072765,0.15970832,0.5236363,0.17040394,0.48187104,0.57101655,0.52018297,0.5925704,0.42476487,0.65181375,0.5008833,0.7735999,0.45963508,0.7072557,0.51142347,0.9338232
00000032.jpg,Tree,0.59506696,0.26233426,0.607432,0.24881005,0.5823283,0.25312254,0.6276328,0.2617209,0.56737983,0.27007145,0.649525,0.3388339,0.53401273,0.33282554,0.6457887,0.21911117,0.53908515,0.21195498,0.61883664,0.12893501,0.56361365,0.12926784,0.60988885,0.53447914,0.5290391,0.5105691,0.56443226,0.6899874,0.42583534,0.591987,0.5554852,0.8636746,0.545605,0.6717001
00000057.jpg,Tree,0.50014246,0.13132356,0.5139397,0.11554085,0.482673,0.11491731,0.5398628,0.12823981,0.46064773,0.12741137,0.5738957,0.23278476,0.42678216,0.2368816,0.6481611,0.33600897,0.37379143,0.34966972,0.54150665,0.33545297,0.4869706,0.3322903,0.56387097,0.45754904,0.46473104,0.48522672,0.6947211,0.553033,0.51150376,0.6710582,0.5494426,0.63376206,0.5189998,0.8153128
00000063.jpg,Tree,0.55186844,0.10160061,0.5669037,0.08500093,0.5401022,0.08442241,0.58874047,0.10209707,0.5233514,0.102006376,0.6218225,0.21752818,0.48622435,0.21099027,0.66667014,0.31638286,0.42188933,0.30948427,0.5727524,0.29661018,0.52315235,0.2981981,0.5807914,0.4652092,0.49487388,0.44524997,0.54857945,0.6696704,0.38660267,0.59372216,0.52420497,0.87408125,0.5050502,0.72607726
00000121.jpg,Tree,0.50229615,0.2054787,0.51122844,0.18688037,0.48917723,0.18950294,0.52522224,0.20207769,0.47290704,0.20468073,0.539853,0.33959287,0.46724114,0.2801139,0.5324205,0.42309204,0.45486578,0.19436033,0.5002654,0.55844736,0.45784327,0.10288133,0.5332941,0.58699423,0.4855282,0.5745346,0.5504545,0.78542805,0.48623404,0.8035577,0.51765496,0.76640654,0.49806014,0.8491779
00000098.jpg,Tree,0.35393664,0.26002413,0.3648755,0.25326282,0.33922824,0.25080118,0.38690767,0.26702133,0.3220561,0.26313686,0.4045292,0.3168742,0.2932265,0.3206096,0.42663237,0.21851264,0.29998812,0.2099337,0.38803843,0.12598407,0.33237496,0.11666165,0.42031252,0.47309238,0.33524698,0.49659082,0.52772266,0.55534405,0.37331817,0.6540774,0.40948507,0.64511216,0.37615806,0.8032681
00000058.jpg,Tree,0.5497183,0.24537584,0.5728605,0.23142329,0.5305594,0.23763233,0.61134326,0.25076205,0.51150763,0.26127678,0.6315631,0.33907384,0.46076128,0.34098586,0.636665,0.19451463,0.46623453,0.1821715,0.5913493,0.108384594,0.51466644,0.10546242,0.58170295,0.54523915,0.45727023,0.5285621,0.5535003,0.67740476,0.30695635,0.60966253,0.54306257,0.8485192,0.49578962,0.6777974
00000200.jpg,Tree,0.4444897,0.25890794,0.48124686,0.24937898,0.41254997,0.24267584,0.53356105,0.26481193,0.36173326,0.2511378,0.5209729,0.32059392,0.31322992,0.322459,0.6094074,0.22218864,0.28783035,0.20282835,0.5266174,0.116362005,0.44098654,0.09274254,0.51267624,0.5069113,0.36579514,0.5324832,0.6791575,0.59470946,0.43554118,0.7079194,0.49872944,0.70557314,0.43015122,0.85262
00000071.jpg,Tree,0.5235274,0.13972078,0.54767746,0.12172733,0.4974168,0.12499915,0.58227664,0.13407417,0.45791435,0.14141332,0.63914096,0.24232961,0.3971088,0.24017021,0.69788545,0.33880234,0.35926324,0.33914307,0.56886,0.299264,0.48660117,0.3000224,0.5745556,0.4697777,0.42366147,0.44550765,0.50190693,0.6672899,0.26028344,0.5609311,0.48281646,0.83618224,0.46804595,0.6047328
00000055.jpg,Tree,0.5365491,0.226117,0.55631304,0.21086937,0.51557595,0.21139833,0.58790696,0.2051672,0.4872307,0.20864402,0.6258187,0.27188417,0.44066465,0.27444664,0.68699586,0.3865005,0.37772533,0.3780324,0.59259737,0.34505624,0.45311648,0.3598216,0.5588797,0.4650205,0.44471872,0.44407955,0.51289254,0.60682,0.32191592,0.529433,0.49201593,0.7657301,0.48740113,0.5394518
00000128.jpg,Tree,0.48162705,0.24447905,0.4971736,0.23028553,0.46486697,0.23202309,0.5231231,0.24075112,0.44503805,0.24627468,0.5440218,0.3091075,0.4234936,0.3118954,0.60636693,0.22714153,0.35170263,0.23363788,0.6493381,0.122473866,0.30966356,0.1415873,0.5295152,0.56107354,0.4499627,0.559755,0.52420485,0.7296683,0.40133503,0.70725316,0.5413109,0.8719502,0.4665597,0.8581351
File11.jpg,Tree,0.4946557,0.16611536,0.5018218,0.15113796,0.4856734,0.15154992,0.51490587,0.16385882,0.47321317,0.16335875,0.53113157,0.2612354,0.4528106,0.24960648,0.5488166,0.37065408,0.42531297,0.3637736,0.50991267,0.33455908,0.47292805,0.34206048,0.5234965,0.4376255,0.47063193,0.4583426,0.59628475,0.5220222,0.49303147,0.6258679,0.51102054,0.56882125,0.49159732,0.7833326
00000043.jpg,Tree,0.5000866,0.160709,0.5080957,0.14338984,0.48944542,0.14395714,0.5213572,0.15505709,0.4741469,0.15490228,0.54241174,0.26485306,0.44717667,0.25803173,0.5871092,0.36021265,0.4027818,0.3664215,0.5120425,0.3434068,0.4750137,0.35002896,0.5293142,0.48042548,0.4676233,0.5016407,0.6195033,0.582846,0.49704906,0.68102515,0.5173971,0.62380093,0.5000961,0.8316069
00000011.jpg,Tree,0.5666923,0.13133591,0.5741174,0.113910995,0.5571928,0.11384053,0.5862991,0.12752667,0.5429414,0.12598711,0.6046479,0.23664853,0.52071375,0.22756223,0.6442794,0.32495117,0.48986003,0.33513302,0.58409786,0.32340607,0.55096537,0.328578,0.5960455,0.4507453,0.54103464,0.47213408,0.67316455,0.56381446,0.56355125,0.66237295,0.58726424,0.5994985,0.56853986,0.8344866
File14.jpg,Tree,0.48844668,0.2563217,0.49736452,0.24468698,0.4787116,0.24517573,0.512745,0.2645532,0.46780324,0.26538685,0.52264404,0.3367829,0.45303613,0.3344728,0.54560804,0.22314578,0.4376661,0.21365234,0.5438496,0.10270211,0.4410439,0.10109625,0.51851124,0.5869023,0.46764585,0.60143995,0.59328103,0.705054,0.48781535,0.76075894,0.51561874,0.8085242,0.50351125,0.9199645
00000002.jpg,Tree,0.55448663,0.20720778,0.57413,0.18907315,0.53135365,0.1935655,0.61085176,0.19599204,0.5050544,0.20736463,0.6835408,0.30269668,0.45192286,0.3050901,0.8021065,0.38909745,0.32857394,0.38879904,0.7367954,0.47686788,0.39503813,0.48192346,0.6133755,0.5367285,0.478358,0.51297504,0.53643364,0.71436036,0.34961995,0.6095949,0.52946216,0.8788928,0.53455645,0.6543471
00000161.jpg,Tree,0.47054017,0.26652965,0.48703665,0.25653923,0.45149305,0.25475147,0.5170108,0.26643863,0.42668653,0.26587313,0.53371954,0.32479182,0.39666265,0.3321758,0.5544432,0.22169882,0.3697579,0.23742892,0.5075165,0.11768723,0.41864243,0.13877387,0.5445333,0.52313834,0.43653688,0.55137044,0.6585816,0.6257812,0.4674629,0.7322398,0.6478854,0.7301665,0.49033025,0.9175385
00000138.jpg,Tree,0.55519634,0.17866462,0.5621235,0.15995176,0.5460017,0.16401021,0.57199067,0.17124552,0.53756016,0.18000287,0.5860383,0.2635124,0.51045144,0.24717149,0.605995,0.35230213,0.49667668,0.35567728,0.5612777,0.289671,0.5425061,0.27948594,0.57495564,0.500102,0.5214719,0.48052162,0.564985,0.65971017,0.46756515,0.5697326,0.55359894,0.83400357,0.5434846,0.55895764
00000044.jpg,Tree,0.44931445,0.24320227,0.4631538,0.2309023,0.43511727,0.23091619,0.48715377,0.24574839,0.41788852,0.24609786,0.51131326,0.31588155,0.3843387,0.32329586,0.60820454,0.23034789,0.31275108,0.23000208,0.67602926,0.11988371,0.26869324,0.1253409,0.5043746,0.5490728,0.4217876,0.57274985,0.57900685,0.6822218,0.46193138,0.7752448,0.520375,0.7399393,0.46173027,0.8892308
00000024.jpg,Tree,0.47142878,0.23445827,0.488909,0.22128657,0.4508734,0.2206825,0.5240408,0.2251216,0.4270109,0.22515091,0.5521809,0.2860654,0.3770085,0.29640886,0.6178583,0.16680518,0.3231259,0.15395565,0.51247215,0.07270274,0.43926418,0.071955875,0.54006183,0.516922,0.4184139,0.5412917,0.6685957,0.64203525,0.4686733,0.741612,0.51015997,0.7528702,0.47354737,0.86818016
00000050.jpg,Plank,0.09051905,0.52822024,0.092818595,0.49211785,0.08539734,0.5264037,0.15467218,0.47510028,0.13064185,0.5380991,0.2716458,0.5983893,0.24957457,0.59383446,0.36828518,0.81182855,0.34636042,0.74109894,0.25694522,0.77424943,0.25470313,0.7638945,0.5175453,0.51433957,0.49756393,0.5426763,0.7441233,0.6314715,0.74403775,0.5703216,0.9163651,0.65871936,0.91032404,0.6509703
00000100.jpg,Plank,0.05044594,0.6296612,0.050986435,0.6067092,0.046436742,0.61632484,0.10814863,0.5689236,0.09073386,0.5911543,0.2020088,0.6250289,0.18316574,0.6352849,0.2449171,0.7764365,0.233413,0.77104396,0.24269983,0.91623694,0.23790532,0.9339716,0.48605704,0.67625755,0.47068807,0.7086379,0.68228465,0.7740185,0.69628257,0.7826132,0.958681,0.83466613,0.95300555,0.8630351
00000229.jpg,Plank,0.8580031,0.6026765,0.8562037,0.5907949,0.85305107,0.58683616,0.8154525,0.58392274,0.8087822,0.57767755,0.7644202,0.63575923,0.746791,0.6327318,0.7300524,0.7620552,0.7302461,0.75460345,0.7387071,0.857957,0.7467289,0.86439097,0.5584103,0.7156927,0.54547644,0.6941059,0.4395483,0.7658069,0.42450717,0.7526001,0.24239598,0.8184099,0.21568957,0.8095976
00000193.jpg,Plank,0.2851392,0.41069,0.28147602,0.38055214,0.2806097,0.39352736,0.31865415,0.31931162,0.30488238,0.3532015,0.39987165,0.34519517,0.363897,0.35896507,0.4332307,0.56845635,0.3931459,0.5500241,0.4126822,0.7860071,0.37183842,0.72826797,0.594479,0.3786728,0.5697095,0.4055247,0.7035028,0.5464759,0.6714474,0.5110511,0.811227,0.63721013,0.79250985,0.62539274
00000255.jpg,Plank,0.72332704,0.5630676,0.72463053,0.5508437,0.72597736,0.5421454,0.70840675,0.51525533,0.71693426,0.5012837,0.6742184,0.516522,0.68032473,0.5170258,0.645137,0.67416394,0.6602756,0.66029364,0.65193623,0.79151917,0.66292423,0.8018551,0.51995736,0.5375021,0.5227081,0.51025915,0.39660436,0.6474868,0.40595967,0.6465233,0.31076393,0.7293387,0.2977502,0.6904409
00000146.jpg,Plank,0.21283838,0.67338425,0.20748591,0.6570766,0.21214715,0.661846,0.2377782,0.6223269,0.24208623,0.63521147,0.30307478,0.6469745,0.3046784,0.64213043,0.31952563,0.76586056,0.33751306,0.7364843,0.30964312,0.8639967,0.30525672,0.8672319,0.49272606,0.6716691,0.49242023,0.68284965,0.5627878,0.7582408,0.57419056,0.7469855,0.7598536,0.799805,0.7511584,0.8033402
00000013.jpg,Plank,0.19978622,0.5006088,0.19824934,0.4763623,0.19787359,0.4859544,0.2307734,0.444561,0.22299217,0.46560547,0.2860013,0.494773,0.27864358,0.4993904,0.29961595,0.67051005,0.3068493,0.66869557,0.2906476,0.8143679,0.2922679,0.8047468,0.4792822,0.52254695,0.4716835,0.5462053,0.5803574,0.64424706,0.57506007,0.6345547,0.75209445,0.7678831,0.7323925,0.7868893
00000074.jpg,Plank,0.17404814,0.41216743,0.16768773,0.38302013,0.17408709,0.39297885,0.2015919,0.3310597,0.21150784,0.3544936,0.28546008,0.38804322,0.2796168,0.38314587,0.3133119,0.5864043,0.31616288,0.5503267,0.29230157,0.76297784,0.2611446,0.73687845,0.52833796,0.457647,0.5194772,0.47680026,0.6660387,0.5912694,0.66126215,0.5589431,0.8678641,0.64571774,0.83166736,0.6449565
00000094.jpg,Plank,0.92206204,0.39357743,0.92702866,0.37380135,0.9199063,0.35530502,0.8796749,0.3313798,0.86729157,0.2939657,0.7939579,0.39079872,0.7957167,0.38037568,0.73880255,0.6321109,0.7545871,0.63616484,0.7610881,0.84315974,0.76886475,0.8810362,0.5115924,0.49408987,0.5028701,0.44820753,0.30116522,0.6506726,0.29913637,0.64061135,0.14480697,0.67730814,0.0864593,0.7358413
00000196.jpg,Plank,0.7167761,0.6684457,0.721444,0.65522444,0.72136545,0.64171,0.69832003,0.6204888,0.7056886,0.59251684,0.6616875,0.6324447,0.6578106,0.6228425,0.64066464,0.7952591,0.64702004,0.7845382,0.6543347,0.93502104,0.6524616,0.9314127,0.50126255,0.695814,0.5010638,0.66244584,0.37763146,0.78204703,0.39290032,0.77485555,0.26330802,0.8460376,0.25358373,0.82803243
00000268.jpg,Plank,0.82580465,0.5232143,0.8294139,0.50434947,0.82767546,0.49445453,0.79567003,0.46767616,0.78686047,0.44381773,0.72520226,0.51948947,0.73611265,0.50715953,0.67230546,0.67440724,0.68117535,0.64236265,0.6818204,0.8752431,0.69394535,0.8782715,0.51507133,0.5839873,0.52088654,0.55923593,0.3651365,0.66489154,0.38922217,0.72303843,0.19868837,0.6510488,0.17903884,0.7720997
00000184.jpg,Plank,0.8224211,0.53392065,0.8256516,0.5298881,0.83029026,0.51159257,0.8033821,0.5203409,0.82274437,0.48261645,0.77163494,0.5181519,0.7662398,0.5002456,0.74018157,0.6674968,0.7334578,0.64932966,0.7301926,0.8035838,0.7290497,0.8105572,0.5737092,0.5669037,0.57090354,0.525619,0.39203686,0.6689016,0.41053256,0.65066856,0.25020218,0.7958504,0.2644945,0.7550821
00000246.jpg,Plank,0.24762337,0.34066665,0.24158788,0.30619726,0.24675217,0.31166688,0.25617743,0.22224042,0.2695375,0.23523942,0.3155532,0.27319908,0.31082034,0.20879106,0.31873605,0.5744609,0.36602274,0.366826,0.3042574,0.8380812,0.34117496,0.71697056,0.50400704,0.41161436,0.4992574,0.43451968,0.63761127,0.6109645,0.645695,0.6229928,0.81193763,0.7413277,0.8096509,0.7675078
00000111.jpg,Plank,0.69144195,0.62431216,0.70078677,0.60285705,0.6826791,0.596427,0.6972712,0.56151,0.6393179,0.5480782,0.66153044,0.596312,0.5654974,0.60731477,0.67066425,0.79082143,0.55210507,0.8278029,0.7246832,0.8363678,0.6438558,0.8817491,0.47541854,0.53737867,0.41708526,0.5302151,0.36982968,0.537816,0.31443396,0.60358864,0.2809293,0.54331976,0.24491727,0.57548743
00000337.jpg,Plank,0.65347743,0.6149174,0.6558787,0.60013884,0.65900517,0.5916607,0.6333593,0.56892335,0.6455986,0.5502218,0.60202754,0.5841614,0.60149956,0.58296776,0.5736169,0.7123704,0.58742726,0.7249876,0.58329076,0.82309276,0.5915498,0.82782173,0.45309,0.6629063,0.45489374,0.630654,0.33578202,0.75898683,0.35242295,0.73431575,0.22585015,0.8216671,0.20683673,0.7933036
00000404.jpg,Plank,0.73212713,0.27555743,0.7316903,0.24820922,0.7365865,0.2521399,0.69517857,0.17680866,0.72398865,0.20135507,0.6221744,0.13832568,0.65932965,0.24912724,0.5274789,0.25637776,0.6305136,0.4934047,0.56136453,0.40729105,0.6627587,0.6907991,0.3748477,0.27424708,0.39268404,0.29202235,0.282164,0.46054867,0.2975784,0.5288795,0.1400003,0.5978853,0.14053352,0.66359407
00000313.jpg,Plank,0.8290346,0.49402946,0.83651793,0.48333707,0.8326338,0.45724463,0.8027987,0.44449762,0.80227274,0.3887533,0.7399165,0.45819026,0.7294362,0.42718557,0.68999064,0.6606341,0.68283004,0.6199244,0.6779531,0.8466943,0.6807971,0.85770196,0.5067008,0.5437638,0.4961834,0.4885094,0.32127753,0.67063206,0.32178456,0.6461258,0.18127699,0.8000639,0.14442888,0.7549155
00000016.jpg,Plank,0.76494884,0.53712326,0.75924784,0.5253403,0.7583206,0.525184,0.71506125,0.52094567,0.704714,0.5236555,0.6569536,0.5759156,0.6694555,0.58555454,0.63618684,0.68293583,0.6546494,0.69775707,0.66064316,0.80180985,0.6627229,0.8184259,0.46712714,0.67814475,0.4729647,0.6654188,0.34459183,0.7293627,0.35493413,0.7281572,0.18420483,0.74179244,0.16093956,0.743344
00000289.jpg,Plank,0.8172192,0.5482052,0.820281,0.529914,0.82302254,0.51892686,0.77631027,0.49732268,0.7827458,0.46751463,0.7130669,0.5375118,0.7123886,0.5307732,0.68562216,0.72822034,0.6957869,0.7180429,0.71138155,0.89779866,0.7116055,0.9111816,0.47336808,0.65288615,0.46882597,0.61734426,0.3083063,0.71777403,0.31148797,0.71705645,0.13172947,0.75728554,0.084471606,0.7361558
00000178.jpg,Plank,0.2631769,0.26527587,0.2956294,0.23053357,0.2394063,0.2335295,0.37422648,0.22034658,0.22713867,0.22695121,0.47407085,0.3445688,0.25593722,0.34142363,0.5166729,0.6357866,0.23867927,0.5940749,0.47484624,0.84685755,0.22535828,0.81891954,0.63783467,0.4444771,0.48883072,0.45965907,0.69746757,0.58442277,0.5076143,0.5719909,0.8068304,0.621079,0.5983195,0.68443924
00000014.jpg,Plank,0.75444,0.41870785,0.758524,0.3988734,0.7591459,0.38637158,0.726225,0.36302343,0.7348835,0.3357803,0.68267006,0.40838212,0.6724567,0.40287337,0.6604568,0.5936903,0.6568325,0.5913735,0.66949016,0.75898135,0.66972846,0.7599101,0.4896144,0.5292222,0.48399255,0.49003196,0.3370848,0.6141748,0.337937,0.5991974,0.21379487,0.67724806,0.19188772,0.64457095
00000297.jpg,Plank,0.79299974,0.15058398,0.8041183,0.16072972,0.7840446,0.135375,0.8014146,0.24204852,0.7656048,0.19450843,0.7476732,0.33677664,0.7352794,0.3243691,0.6822076,0.47958434,0.7272206,0.52674514,0.6839537,0.66402197,0.7425005,0.7721748,0.52743894,0.5073821,0.51350194,0.46080592,0.308686,0.5785154,0.3195217,0.56162006,0.14119206,0.72813225,0.13725086,0.68463135
00000380.jpg,Plank,0.8227208,0.5308795,0.82383084,0.51584697,0.82233864,0.50598884,0.77429575,0.49803922,0.77512795,0.47890118,0.709027,0.54623723,0.70283324,0.54667664,0.68277675,0.7240196,0.68700486,0.72365224,0.6836433,0.84529513,0.6875667,0.85972816,0.49024096,0.6494492,0.48281878,0.6234173,0.3379299,0.71988964,0.3211755,0.7207241,0.17358908,0.7825927,0.13304581,0.779873
00000073.jpg,Plank,0.137318,0.5489956,0.12889178,0.52233255,0.13909684,0.5293972,0.15221182,0.4620264,0.17388573,0.4766822,0.22683404,0.5165905,0.23846555,0.49269253,0.2616968,0.71065223,0.2900685,0.64872676,0.24776328,0.8925424,0.2558696,0.87505305,0.4387629,0.56502306,0.44444847,0.580802,0.5835132,0.7304566,0.5910663,0.71386296,0.77571696,0.7933442,0.76912147,0.8129019
00000083.jpg,Plank,0.24662085,0.26902685,0.24112761,0.24215499,0.24660845,0.24810009,0.26351556,0.18447304,0.27696335,0.20057125,0.3292304,0.2145335,0.32834408,0.21736369,0.33672994,0.4134247,0.3491648,0.3953142,0.3066263,0.5731297,0.30093083,0.57985854,0.5349808,0.41999042,0.5294658,0.44660333,0.6432724,0.6260232,0.6408845,0.63537985,0.83272564,0.74628717,0.8087611,0.77597547
00000001.jpg,Plank,0.1811332,0.27019966,0.18033361,0.23166126,0.17829178,0.24843284,0.22669461,0.18585834,0.2155327,0.22146358,0.31845325,0.31260085,0.27659425,0.3184841,0.3372659,0.59158313,0.2775126,0.56995815,0.29564485,0.7987165,0.2581329,0.7677891,0.5532927,0.37611532,0.52486694,0.4100654,0.72096795,0.57937974,0.72382796,0.5495603,0.90749866,0.6545141,0.89184946,0.6583594
00000025.jpg,Plank,0.82720006,0.40052843,0.83223456,0.3853421,0.8298979,0.37296608,0.79697484,0.3560665,0.783977,0.32896566,0.734655,0.39706874,0.71571785,0.38994926,0.69812626,0.56605494,0.6864145,0.56841785,0.67985743,0.7352586,0.6751912,0.74551815,0.4900849,0.4918008,0.4740448,0.4547265,0.35928825,0.59687585,0.35192624,0.5842344,0.21930046,0.6809028,0.15520683,0.64594823
00000117.jpg,Plank,0.81018394,0.40124637,0.8154778,0.3847671,0.8174473,0.36466506,0.7843359,0.34341365,0.8012024,0.29870385,0.72937983,0.3525761,0.7349202,0.34034628,0.6683807,0.5372119,0.7041906,0.54939985,0.6863784,0.7024867,0.7248829,0.7716737,0.502056,0.49328417,0.5010656,0.4423146,0.30204487,0.59860116,0.29689023,0.56705487,0.15324163,0.70060384,0.11092072,0.647477
00000030.jpg,Plank,0.06573887,0.28790402,0.06343732,0.24692614,0.066796064,0.26916233,0.113493755,0.19034345,0.115465954,0.2350807,0.20650111,0.25715667,0.18573979,0.30428994,0.23843971,0.54803926,0.22386694,0.61232495,0.21957748,0.8330204,0.1835001,0.8662574,0.4837741,0.4004778,0.46511704,0.47084793,0.698175,0.594903,0.6927767,0.62977576,0.9039814,0.7997873,0.9113413,0.86052305
00000276.jpg,Plank,0.86878425,0.5266124,0.87197226,0.5116564,0.86671114,0.50272197,0.8375594,0.49728835,0.82599974,0.47775093,0.7655441,0.5423311,0.75408745,0.543824,0.71969885,0.69628304,0.72347033,0.7112805,0.81784624,0.70512706,0.8243046,0.729803,0.5422575,0.5664122,0.52916706,0.5472181,0.3425266,0.581207,0.3389884,0.6077269,0.18312979,0.57396823,0.15153928,0.6133094
00000349.jpg,Plank,0.07112708,0.27855453,0.07362061,0.24183914,0.06594174,0.25662813,0.12426491,0.18831198,0.10071182,0.21973775,0.20257758,0.29741725,0.18415485,0.306404,0.22379906,0.5586658,0.22300747,0.54074043,0.20487194,0.80006665,0.20122674,0.82038814,0.48307225,0.3956595,0.46803242,0.44310385,0.6613526,0.5646175,0.67099655,0.5548546,0.9130959,0.6274253,0.9110783,0.63109463
00000284.jpg,Plank,0.17371827,0.6606509,0.16312091,0.6375025,0.16927819,0.64722747,0.17612004,0.57764,0.1845427,0.5972391,0.2502955,0.580949,0.25269312,0.5697507,0.25696027,0.7668346,0.30290094,0.74216723,0.24414061,0.91707516,0.27148652,0.88984317,0.52391255,0.4936901,0.5168515,0.5078472,0.6276002,0.7157534,0.59768033,0.68655825,0.80155444,0.8671795,0.72066456,0.8667622
00000056.jpg,Plank,0.1952811,0.5046726,0.1896479,0.48137775,0.19115321,0.49165392,0.20660117,0.43717673,0.20869343,0.46252522,0.2684908,0.4650475,0.25815412,0.47266597,0.2892314,0.61560065,0.29911157,0.6044976,0.28293774,0.73791045,0.27760395,0.7438777,0.45330915,0.496885,0.44668752,0.5243962,0.5855483,0.6194285,0.5867955,0.61001414,0.73640007,0.6797825,0.7335586,0.67479926
00000262.jpg,Plank,0.86615205,0.42649138,0.86734104,0.41695732,0.86870325,0.40669551,0.81482834,0.40143275,0.8186457,0.37722984,0.74249315,0.43681484,0.7516734,0.43142435,0.6995139,0.5747676,0.7099432,0.5709011,0.71131915,0.7007171,0.7287508,0.7135722,0.53074545,0.51233435,0.53252697,0.49408692,0.42155185,0.5601232,0.4177891,0.5480993,0.17356259,0.6100671,0.13365684,0.6278402
00000022.jpg,Plank,0.8286675,0.49425128,0.8342875,0.48014787,0.8305425,0.47094226,0.8026719,0.4503662,0.79399866,0.42689615,0.7461671,0.48297828,0.73262924,0.46742928,0.7091861,0.6183713,0.7136724,0.6098235,0.7240979,0.7446454,0.72182554,0.7524692,0.5173907,0.5315957,0.5060812,0.49651587,0.3593604,0.6247953,0.35268342,0.6060561,0.1951821,0.6733887,0.14907375,0.6466142
